gene name,geneId,adipose tissue,adrenal gland,appendix,bone marrow,breast,cerebral cortex,"cervix, uterine",colon,duodenum,endometrium,epididymis,esophagus,fallopian tube,gallbladder,heart muscle,kidney,liver,lung,lymph node,ovary,pancreas,parathyroid gland,placenta,prostate,rectum,salivary gland,seminal vesicle,skeletal muscle,skin,small intestine,smooth muscle,spleen,stomach,testis,thyroid gland,tonsil,urinary bladder,max,min,std diviacija,mediana
OR6X1,ENSG00000221931,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.016216216,0
HEPN1,ENSG00000221932,11.1,0.2,0.1,0,0,79.5,0,0,0,0,0,0,0,0,0.1,0,2.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.1,0,0,0,79.5,0,12.9563187,0
OR2A25,ENSG00000221933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R40,ENSG00000221937,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.9,0,0.148624077,0
OR2A14,ENSG00000221938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIGD1,ENSG00000221944,4.1,6.5,9,12.3,9.3,12,6.6,4.5,5.2,11.9,10.1,4.1,8.7,9.3,2.7,6,2.2,8.1,11.3,13.3,1,8.4,8.3,9.1,6.3,2.8,6.8,2.3,14,6.5,5.5,10.3,6.8,16.3,13.7,5.8,5.7,16.3,1,3.650962229,6.8
FXYD7,ENSG00000221946,0.3,0.5,2.1,0.3,0.4,105.8,0.5,0.3,0.6,1,0,0.5,0.7,0.6,0.2,0,0,0.4,3,0.6,0,0,0.2,0.2,0.3,0.2,0.5,0.6,0.7,0.5,0.4,2.7,0.4,0.9,0.2,1.4,0.6,105.8,0,17.07162371,0.5
XKR9,ENSG00000221947,0.2,1.6,0.5,0.4,0.6,0.8,0.4,0.9,2.7,0.5,1.6,0.6,0.1,3.5,0.1,0.5,1.6,1,0.6,0.3,0,0.2,0.6,1.1,0.6,0.2,0.1,0,1.1,6.1,0.4,0.7,1.9,13.8,0.8,0.5,1.6,13.8,0,2.369683122,0.6
OR4C12,ENSG00000221954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC12A8,ENSG00000221955,0.2,0.6,1.9,0,3.5,3.1,2.7,4.1,6.6,1.4,4.6,2.4,3.9,16.2,0.2,2.2,2,3.4,0.9,0.1,2.4,16,4.5,5.3,5.8,5.7,1.1,0,0.9,5.2,1.2,0.4,4.9,4.4,39.6,1.1,3.2,39.6,0,6.8665214,2.7
PRR21,ENSG00000221961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOL6,ENSG00000221963,25.4,9.7,21.2,10,10.1,6.8,10.5,13.1,19.3,9.1,6.8,6.5,10.9,14.4,2.8,6.9,24.1,22.9,17.3,15.2,0.6,7.6,11.3,12.8,12.9,6.1,7.3,1.1,5.5,21.8,10.8,25.1,13.2,4.5,14.1,9.6,13.7,25.4,0.6,6.486111476,10.8
FADS3,ENSG00000221968,99.2,33.7,32.5,3.2,9.7,33.4,11.9,6,4.8,13.9,38.5,9.7,13.5,19.1,19.3,7.1,5.1,31.8,25.2,13.2,3.2,23.9,93.3,9,5.1,2.8,18.6,4.7,4.3,4.5,27.5,17.6,4.2,13.6,10.7,19.2,11.1,99.2,2.8,21.00402619,13.2
OR2A1,ENSG00000221970,0.2,0.2,0.4,0.8,0,0,0.4,0.1,0,0.3,0,0.1,0.3,0.6,0.2,0.1,0,0.5,0.6,1.1,0,0,0.2,0.2,0,0.1,0.1,0,0.4,0,0.1,0.8,0.1,0.2,2.8,0.1,0.2,2.8,0,0.491267795,0.2
C3orf36,ENSG00000221972,0.9,0.4,1.5,0,0.1,0,0.3,0.3,0.2,0.3,0,0.1,0.2,0.9,0,0.2,0,0.9,0.2,0,0.1,1.6,0.2,0.4,0.2,0,11.8,0,0,0.1,1,0.3,0.2,0,1.2,0.2,0.6,11.8,0,1.904682631,0.2
OR4E2,ENSG00000221977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0.016216216,0
CCNL2,ENSG00000221978,31.5,47.4,42.2,22.3,32,27.2,36.7,23.6,36.1,68.7,36.8,21.5,38.6,41.6,14.4,16.2,13.4,45.3,38.7,42,10.3,62.8,50.7,45.2,23.7,16.3,45.6,12.2,53.4,41.3,39.4,54.4,34.4,28.6,35.5,25,21.9,68.7,10.3,14.04165201,36.1
UBA52,ENSG00000221983,844.8,763.1,1055.9,1342.1,1255.8,573.1,1154.2,809.7,535.3,1160.2,1178.8,858.7,1355.1,951.5,425.6,603.4,469.9,895.1,1644.7,1914,315.7,950.2,1030.5,824.8,872.8,475.4,864.1,416.9,1059.9,594.8,1055.8,1404.1,597,815.1,954.2,1514.8,873.3,1914,315.7,358.1196658,873.3
MYBPHL,ENSG00000221986,0,0.1,0,0,0,0.3,0,0,0,0,0.5,0.6,3.7,0,53.2,0,0,1.8,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0.6,1,0,0,0.2,53.2,0,8.612901631,0
PPT2,ENSG00000221988,0,3.3,2.4,0,0.5,0.6,3.8,1.7,3.4,3.6,3.6,2.9,4.6,0,0.8,4,1.4,4.5,1.2,4.4,0,0.1,3.8,3.1,1.9,0.2,0,1.6,8.6,0.9,2.1,3.4,3.1,1.8,1,0.9,3.4,8.6,0,1.831563216,1.9
OR2A2,ENSG00000221989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF630,ENSG00000221994,1.5,2.6,1.9,0.6,3.3,3.2,3.6,2.2,1.4,4.1,3.5,1.7,2.9,3.7,1.5,2,0.5,3,2,5.4,0.6,7.5,2.2,4.1,2.7,1,3.6,0.3,1.9,1.9,3.3,2.1,2.6,1.3,6,1.3,2,7.5,0.3,1.514979985,2.2
TIAF1,ENSG00000221995,0.8,1.1,1.5,0.8,0.9,4.2,1,0.8,1.5,1.5,2.7,0.8,0.8,1.6,0.6,0.5,0.5,0.8,1.6,0.7,0.1,1.6,1,1.1,1.3,0.4,1.2,1.7,4.8,1.3,1.6,1.5,0.8,1.4,0.6,1.5,0.5,4.8,0.1,0.915526329,1.1
BTBD19,ENSG00000222009,2.4,2.9,1.5,0.5,0.4,1,1.1,0.3,0.4,4.5,0.9,0.3,2.1,1.9,0.3,0.4,0.3,1.6,0.5,2.2,0,1.4,1.1,0.9,0.5,0,1.7,0,0.2,0.6,2.4,0.9,0.5,0.9,2.1,0.3,0.7,4.5,0,0.958503521,0.9
FAM185A,ENSG00000222011,0.2,1.4,0.8,0.6,1.4,0.7,2.2,1,0.9,1.4,0.6,0.5,1,0.8,0.5,1.1,1.2,0.9,0.4,1.4,0.1,4.5,0.9,1.8,1.2,0,1.4,0.8,0,0.5,1.3,0.5,1.4,0.7,1.7,0.6,1.3,4.5,0,0.765060619,0.9
RAB6C,ENSG00000222014,0.2,0.8,0.1,0,3.2,2.9,2.8,0,0,1.1,0.1,0,0.2,0,0,0.1,0,0,0,0.1,0,7.5,0.5,2.8,0,0,0.6,0,0,0.1,0.1,0.7,0,1.7,0.2,0,0,7.5,0,1.457596408,0.1
C21orf140,ENSG00000222018,0.2,0.7,0.3,0,0,2.6,0,0.1,0.2,0.9,0,1.1,0,0.7,0.2,0.1,0,0.7,0.8,0.5,0.1,0,0.2,0.5,0,0.1,0,0.3,0.4,0.1,0,0,0.5,4,0.9,0,0.8,4,0,0.76810031,0.2
PSMB11,ENSG00000222028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.032432432,0
POTEM,ENSG00000222036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POTEJ,ENSG00000222038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,1.1,0,0,0,1.1,0,0.200801899,0
DCDC2B,ENSG00000222046,0,0.2,0.3,0,0,0.1,0.5,0,0,0.5,0,0,44.3,0.5,0,0,0,2.6,0.1,0.2,0,0,0,0.1,0,0,0,0,0.1,0.2,0,0.1,0.2,1.7,0.3,0,0,44.3,0,7.166360829,0
C10orf55,ENSG00000222047,0.1,0,0,0,0.1,0,0.1,0,0,0.1,0.4,0,0,0,0,0.4,0,0.2,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0.1,0,0.4,0,0.100328169,0
RP11-211G3.2,ENSG00000223401,3.1,2.4,4.3,4.5,0.1,1.9,0,0.1,0.3,1.2,0,0.8,0.4,2.5,0.7,0.3,0.2,0.8,1.5,0.8,0.3,0,0.5,0.4,0,0.5,0,8,2.1,0.6,0,1.7,0.2,3.7,0.6,0.1,0.9,8,0,1.659023624,0.6
TRIM49D1,ENSG00000223417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0.016216216,0
USP17L2,ENSG00000223443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOSC6,ENSG00000223496,7.8,10.6,8.1,7.1,8,22.9,7.6,5.6,5.3,8.9,7.2,6.7,9.9,6.6,3.9,6.6,3.7,7.4,10.2,10.3,1.4,18.3,7.4,10.6,5.8,2,6.9,3,12.6,5.6,8.5,11.9,6.1,7.7,18.7,7.1,5.9,22.9,1.4,4.309710103,7.4
VPS52,ENSG00000223501,4.8,3,3.4,0.9,2.3,5.5,3.9,4.3,5.4,3.6,5.9,6.1,6.4,3.7,2.2,3.5,1.2,4,5.3,3.5,0.3,0,2,5.6,2.5,1,1.2,1,6.9,4.2,4.4,2.5,2,3.3,8.6,3.7,5.1,8.6,0,1.961383957,3.6
CDRT15,ENSG00000223510,0,0.5,1.6,0.3,0,0.2,0,0.2,0.8,0.4,0.2,0.3,0.1,0.7,0.2,0.1,0,0.5,3.2,0.5,0,0,0.2,0.2,0,0.3,0,0,4,0.9,0,1.3,0.4,11.5,0.9,0,0.3,11.5,0,1.967155436,0.2
ZNF844,ENSG00000223547,4.3,3.1,4.1,4.6,9.5,7.9,9,4.3,2.7,9.5,5.4,4.8,12.2,3.8,4.5,11.8,2,5.9,4,16.3,0.8,14.3,6.2,10.1,6,2.7,8.2,1.2,3.8,3.9,7.9,5.8,3.8,9.6,20.3,3,4.3,20.3,0.8,4.233321159,4.8
USP17L15,ENSG00000223569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CKMT1A,ENSG00000223572,0.4,4.1,9.3,0,8.6,39,2.7,73.4,71.8,0.8,0.5,46.6,3.4,15.2,0,3.7,0,1.2,0.1,0,0.2,10.9,12,4,73.8,6.3,1.4,0,45.2,70.8,5.4,0.1,22.3,0.3,4.7,12.9,6,73.8,0,23.17049079,4.1
TINCR,ENSG00000223573,0.3,1.6,0.4,0.3,3.1,4.7,0.2,1,0.1,0.4,0.6,11.1,0.6,0.3,0,0.8,0,3.5,0.3,0.3,0,0,19,5.6,1.3,0.1,0.9,0.1,107.2,0.3,0.3,0.3,0.1,2,0,3.2,1.1,107.2,0,17.46357453,0.4
CENPVL1,ENSG00000223591,0,0.2,0,0,0,0.8,0,0,0.2,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,3,0,0,0,3,0,0.498324439,0
EBLN1,ENSG00000223601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,4.2,0,0.681081081,0
HBD,ENSG00000223609,0.1,0.3,0.7,1221.3,0,0,0,0.4,0,0,0,0.2,3.1,0.1,0.1,0.6,0.3,0.6,0.4,0,0,0,19,0.1,0.3,1.1,0.3,0.1,0.5,0,0,2.2,0.2,0.1,0.1,0.1,0.1,1221.3,0,197.9325993,0.1
ZNF735,ENSG00000223614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0.016216216,0
RFPL4A,ENSG00000223638,0,0.1,0.7,0,0,0,0,0.2,0,0,2.5,0,0,0.3,0,0.2,1.2,0,0.5,0.2,0,0,0,0,0.1,0,0,0,0,0.3,0.2,1.1,0.1,2.5,0,0.1,0.1,2.5,0,0.600827285,0
C1GALT1C1L,ENSG00000223658,1.6,1.5,0.6,0,2.8,2.3,2,0.9,0.2,7.3,8.2,0.4,2.1,1.1,1.6,2.1,0,0.6,0.3,1.6,0.1,0,1.4,2.7,0.8,0.5,3.7,0.1,0.3,0.4,5.4,0.5,0.4,11.8,2.4,0.3,1.6,11.8,0,2.49234914,1.1
CERS1,ENSG00000223802,1,4,1,0.1,0.2,136.3,1,0.5,0.1,0.8,0.6,1.1,1,3.7,1.3,0.1,0,0.5,0,3.3,0.1,0.2,0.5,0.8,0.3,0.3,0.7,6.5,0.5,0.4,2.1,0.2,0.2,28,1.5,0.1,1.3,136.3,0,22.28750907,0.6
HLA-DPB1,ENSG00000223865,23.9,68.9,97.6,7.7,36.9,6.7,13.2,19.4,24.4,14.4,17.7,12.6,15.3,43.5,12.8,8.2,10.3,116.3,126.9,11,3.5,9.1,1.7,19.1,10.7,19.2,33.3,1.5,24.2,18.1,20.4,170.6,25.3,2.6,12.5,97.5,72.8,170.6,1.5,39.44659305,18.1
C1QTNF5,ENSG00000223953,39.1,9.7,17.1,0.1,7.3,28.8,16.5,10.3,14.8,29.4,9.1,7.8,16.6,71.5,12.4,12.4,3.5,34,9.6,1.9,1.8,7,19.5,8.8,8.6,2.4,12.1,2.8,5.2,14.5,39.1,17.1,11.3,3.2,13.3,4.2,24.7,71.5,0.1,13.76072528,11.3
CPTP,ENSG00000224051,9.6,8.1,7.8,1.8,3.8,10,7,11.6,19.6,6.9,10.2,8.2,7.4,5.6,9.4,8.6,8.6,8.2,6.1,5.8,1.8,11.4,6.6,8.9,5.2,16.1,9.3,18.8,12.4,16.3,3.9,12.3,13.3,47,4.2,4,4.4,47,1.8,7.504564961,8.2
CT47A10,ENSG00000224089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0.324324324,0
LINC00633,ENSG00000224107,0,0,0,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,15.1,0.1,0,0,15.1,0,2.446332656,0
CENPVL3,ENSG00000224109,0,0.1,0,0,0,0.7,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.6,0,0,0,0.7,0,0.155305491,0
PRR29,ENSG00000224383,0.7,0.1,0.6,0.2,0.7,0.5,3.5,0.1,0.2,1.1,0.3,0.2,92.9,1.1,0.2,0.2,0.1,6.4,0.4,0.5,0,1,0.5,0.3,0,0.2,0.8,0.1,0.1,0.2,0.4,3,0.1,7.9,4.3,0.3,0.8,92.9,0,14.99953445,0.4
C4B,ENSG00000224389,10.7,59.4,0.2,0.3,1.7,4.1,2.9,4.9,2.7,2,0.3,0.1,18.3,9.4,0.7,18.3,65.5,7.8,2.5,4.8,0,4.1,2.4,1.8,7.2,2.3,1.7,0,0,2.7,13.6,0.9,2.2,4,7.2,3.9,4.8,65.5,0,13.93561528,2.7
ADM5,ENSG00000224420,1.6,0.4,0.9,0.8,0.5,0.9,0.8,0.4,0.8,1.3,0.4,0.3,1.2,1,0.2,0.2,0,1.8,1.2,0.6,0,0.2,1.1,0.7,0.3,0.2,0.5,0.3,2.6,0.6,1.2,1.9,0.3,1.1,0.2,0.7,0.5,2.6,0,0.566936586,0.6
CXorf51A,ENSG00000224440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATXN1L,ENSG00000224470,15.8,10.6,13.4,25,13.5,15.8,16.9,8.8,8.2,20.5,8.9,10.8,17.9,14.1,6.4,19.9,3.4,18.1,11.6,15.7,2.6,36.6,15.5,13.2,10.2,4,14.6,3.6,12,10.1,19,16.3,9,22.9,20,9.7,9.7,36.6,2.6,6.619049694,13.4
SMIM13,ENSG00000224531,5.5,6.3,4.8,1.7,4.4,47.1,7,3.4,3.7,8.7,4.4,5.5,4.9,6.9,4.4,4.7,5.2,5.5,3.6,5.2,0.6,13.4,18.9,7.8,4.2,1.6,7,4.1,6.1,3.6,8,4.1,2.9,6.5,5.3,2.9,4.3,47.1,0.6,7.447909193,4.9
GPX5,ENSG00000224586,0,0,0,0,0,0,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,12.2,0,1.977639797,0
GAGE12J,ENSG00000224659,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,32.7,0,0,0,32.7,0,5.299829786,0
NPIPA3,ENSG00000224712,0.2,0.6,1.2,0.5,0.5,3,0.1,0.4,0.2,1.1,1,0,1.7,3.9,0.1,0.4,0,0.1,0.5,0.5,0.1,4.3,0.7,1.4,1.1,0.3,1.5,0.8,1.5,1.5,0.6,0.5,0.3,0.8,0.4,0.3,0.1,4.3,0,0.983063294,0.5
NDUFAF8,ENSG00000224877,40.6,49.8,37.8,22.4,35.2,63.7,28.9,29.8,21.8,23.4,41.7,17.5,29.8,14.6,26.5,40.1,25.3,21.5,29.9,24.4,6.4,35.5,21,36.2,33.1,14.7,28.3,50.1,16.7,20.9,32.4,26,23.5,28.5,28.7,29.2,17.2,63.7,6.4,11.00450734,28.5
GAGE12H,ENSG00000224902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2,0,0,0,39.2,0,6.356756757,0
APOC4-APOC2,ENSG00000224916,0.1,0.6,0,0,0.1,1,0,0,0,0,0,0.2,0,0,0,0,109.7,0.3,0,0,0,0,0,0.3,0,0.1,0,0,0,0,0,0.3,0,0.2,0.3,0,0,109.7,0,17.77455605,0
PRRT4,ENSG00000224940,15.7,1.9,0.6,41.2,0.5,2.2,0.3,0.5,0.1,0.4,0,1.3,0.9,1.1,0.8,0,0.1,0.5,0.1,0.6,0,0.5,0.1,0.6,0.2,0.4,1.2,1.7,1.4,0.4,0.7,0.3,0,0.5,0.3,0,0.2,41.2,0,6.984956181,0.5
PPP4R3CP,ENSG00000224960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,3.6,0,0.584459069,0
TMEM233,ENSG00000224982,0.7,0.6,0.2,0,0.2,16.2,0.5,0.2,0.2,0.4,0.2,0.3,0.2,0.7,0.3,0.5,0.2,1.3,0.2,0.9,0,3.1,0.2,0.7,0.2,0.1,0.4,11.5,0,0.3,0.6,0.2,0.2,0.3,21.4,0.1,0.5,21.4,0,4.528791104,0.3
LL0XNC01-16G2.1,ENSG00000225110,0,0.9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,4,0,0.661947014,0
AATK-AS1,ENSG00000225180,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.022612433,0
PLEKHM1,ENSG00000225190,3.2,3,3.7,5.6,1.6,4,2.3,2.9,1.6,2.8,1.2,11.8,4.2,4.2,1.9,1.2,0.6,3.6,3.1,2.1,0.6,3.8,2.9,2.5,2.3,1,2.5,0.8,3.2,2.7,2.6,2.7,2.1,1.9,4.4,2.9,4.3,11.8,0.6,1.872440547,2.7
USP17L3,ENSG00000225327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT62,ENSG00000225362,0,0.2,0,0,0.2,0.1,0.1,0.1,0,0,0.3,0,0.4,0.1,0.1,0,0,0.1,0,0,0,0,0,0.5,0.1,0,0,0,0.1,0.1,0,0,0.2,50.1,0.4,0,0,50.1,0,8.111365112,0
FAM236D,ENSG00000225396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,3.5,0,0,0,3.5,0,0.567348735,0
MKRN2OS,ENSG00000225526,0,0.1,0.7,0,1.8,0.7,2.8,4.3,7.9,0.2,11.1,4.2,3.2,3.6,1.3,0.4,0,0.7,0.1,0.1,0.6,2.5,0.6,1.6,5.3,2.9,2.7,0,3.1,8.4,0,0,5,0.2,1,0.8,1.9,11.1,0,2.605040908,1
RP3-370M22.8,ENSG00000225528,0,0,0.2,0.8,0.1,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.8,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0.4,0,0,0,0.3,0.1,0.8,0,0.194218856,0
C2CD4D,ENSG00000225556,0.2,0.4,0.4,0,0.2,1.2,0,0.3,0.2,0,0,0.2,0.3,0.4,0.1,0.3,0,0.4,0.4,0,0.1,0,0,0.5,0.1,0.6,0.3,0,1.9,0.2,0,0.3,0.6,0.4,0,0,0.1,1.9,0,0.364394091,0.2
ZNF469,ENSG00000225614,0.8,0.4,1.3,0.1,0.3,1.4,2.2,0.1,0.2,1.4,0,0.1,0.4,1.5,0.1,0,0,0.4,0.7,1.8,0,0,0.4,0.8,0,0.1,0.5,0.2,0.1,0.4,1.2,1.1,0.4,0.4,0,0.2,0.8,2.2,0,0.570545598,0.4
MCRIP1,ENSG00000225663,60.1,55.1,50.2,34.7,33.5,107.1,34.9,18.7,19,62.5,26.5,23.3,64.9,59.2,45.8,25.6,13.6,47,53.6,48.7,11.3,26.2,54.1,50.7,8.3,22.3,47.1,14.6,19.2,23.4,47.7,52.3,23.6,98.5,52.7,15.4,38.9,107.1,8.3,22.14761454,38.9
SLC26A6,ENSG00000225697,3.7,2.3,6.9,12.1,5.3,2.8,4.8,22.1,8.4,6.7,4.4,2.3,3.8,5.8,2.9,7.1,1.4,5.6,4.5,3,1.7,8.8,8,8,24,2.1,5.8,2.9,6.8,11.3,8.4,6.1,9,5.6,4.4,3,5.1,24,1.4,4.743045349,5.6
OR6V1,ENSG00000225781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2313N18.7,ENSG00000225805,0.2,0.8,1.6,0.3,0,1.5,0,0.7,1.9,0.7,86.1,0.1,0.2,5.2,0.2,0.6,0,0.4,2.7,1.7,0,0,0.6,0.8,0,0.4,0.2,0.1,2.7,1.1,0,1.2,0.6,1.8,6.4,0,3.1,86.1,0,13.86384802,0.6
FAM229A,ENSG00000225828,0.8,0.1,0.2,1.4,0.1,0.8,0.4,0.6,0.4,0.5,0,0,0,0.1,0,0.3,0,0.5,0.1,0.3,0,0,0.1,0.6,0,0,0.2,0.3,1.9,0.7,0,2.1,0.3,15.6,0.1,0.1,0,15.6,0,2.520472784,0.2
ERCC6,ENSG00000225830,3.4,4,4,4.9,6.4,5.6,6.5,3.3,3,7.1,3.8,5.2,6,5.6,2.8,5,2.4,5.7,4.7,6.9,0.8,14.9,6.7,7.7,4.4,1.5,4.6,1.1,6.6,3.5,4.3,6.1,3.1,7.2,10.7,4.3,4.8,14.9,0.8,2.549561328,4.8
LINC00694,ENSG00000225873,2.8,0.7,3.6,3.4,0.1,0.2,1.5,0.6,0.8,0.2,0,0.5,0.9,3,0.4,0.2,0.4,1.4,0.3,0.2,0,0.1,1.4,0.3,0.6,0,1.3,0,0,0.5,1.1,3.7,1.8,28.4,0,0.2,1.1,28.4,0,4.579983126,0.5
FRG2B,ENSG00000225899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0.035855403,0
NOL7,ENSG00000225921,43.7,57.4,50.6,37.1,50.1,68,47.4,40.8,42.7,55.4,47.6,32.6,58.1,47,29.2,59.4,22.9,48.8,52.6,52.2,7.3,92.8,54,64.3,39.1,21.1,47.6,14.6,37.3,45.1,43.2,52,37.8,60.6,88.2,38.6,41.7,92.8,7.3,16.65037373,47.4
CTAGE4,ENSG00000225932,0.6,0.4,0.6,0.5,6.9,0,1.1,2.6,5.7,1.6,4,2.8,1.3,5.2,0.1,2.4,1.2,3.4,1,0.7,1.1,0,3,3.3,5.1,1.1,1.4,0,13.3,2.8,0.6,1.1,3.8,13.6,16.4,0.8,2.2,16.4,0,3.812485735,1.4
C5orf67,ENSG00000225940,0.6,0,0.4,0.4,1.4,0,0.7,0.1,1.6,0.1,19.8,0.6,0.7,0.2,0,9.4,0,0.9,0.9,0.3,0,0,0.3,0.1,0.1,0.5,0.3,0,1.2,1.5,0.1,0.7,0,0.6,1.9,0.3,0.1,19.8,0,3.45131008,0.3
NTF4,ENSG00000225950,0.1,0,0,0,4.4,0.1,0.3,0,0,0.2,4.6,5.1,1.4,0,0.1,0,0,4.3,0,0,0,0.1,4.7,11.4,0,3.3,10.2,5.9,36.6,0,0,0.1,0,0.4,2.2,1,4.7,36.6,0,6.324137211,0.1
ELFN1,ENSG00000225968,1.1,0.5,0.5,0,0.1,3.5,1.5,0.1,0.1,1.7,0.2,0.2,0.4,0.7,0.9,1.6,3.7,0.3,0.1,0,0,0.2,0.6,0.5,0,0.1,0.2,0.2,0.4,0.2,0.4,1.4,0.1,0.8,0.2,0,0.4,3.7,0,0.850385553,0.3
PIGBOS1,ENSG00000225973,12.3,11.8,16.4,12.1,12.6,14.2,10,10,11,14.5,12.4,9,16.3,14.2,7,9.8,6.3,14.8,17.4,12.4,1.9,11.5,18.5,14.5,9.6,4.4,9.4,3.4,9.2,12.9,12.6,17.8,10.6,12.8,26.2,8.8,13.2,26.2,1.9,4.427705126,12.3
CT47A6,ENSG00000226023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0.081081081,0
